IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
143.47.190.11,443,443,true,CDG,Europe,FR,Paris,265,7.22
141.147.107.253,443,443,true,FRA,Europe,DE,Frankfurt,314,7.19
89.168.112.118,8443,443,true,FRA,Europe,DE,Frankfurt,243,7.18
164.152.26.70,2052,443,true,ORD,North America,US,Chicago,219,7.17
130.162.210.215,443,443,true,FRA,Europe,DE,Frankfurt,342,7.16
141.144.196.30,443,443,true,FRA,Europe,DE,Frankfurt,171,7.14
84.8.150.200,443,443,true,FRA,Europe,DE,Frankfurt,308,7.00
132.226.213.25,443,443,true,FRA,Europe,DE,Frankfurt,195,7.00
79.72.71.164,443,443,true,FRA,Europe,DE,Frankfurt,369,6.98
158.178.196.15,2053,443,true,CDG,Europe,FR,Paris,329,6.97
146.56.162.25,443,443,true,ICN,Asia Pacific,KR,Seoul,194,6.97
130.162.60.83,443,443,true,FRA,Europe,DE,Frankfurt,352,6.94
143.47.247.184,443,443,true,CDG,Europe,FR,Paris,304,6.92
130.162.177.81,443,443,true,FRA,Europe,DE,Frankfurt,225,6.92
143.47.186.73,443,443,true,FRA,Europe,DE,Frankfurt,267,6.89
143.47.229.3,443,443,true,FRA,Europe,DE,Frankfurt,418,6.88
144.21.53.105,443,443,true,FRA,Europe,DE,Frankfurt,229,6.85
193.123.33.73,443,443,true,FRA,Europe,DE,Frankfurt,253,6.85
89.168.112.118,443,443,true,FRA,Europe,DE,Frankfurt,202,6.80
141.148.241.173,443,443,true,FRA,Europe,DE,Frankfurt,356,6.76
79.72.86.169,443,443,true,FRA,Europe,DE,Frankfurt,244,6.70
143.47.243.144,8443,443,true,LHR,Europe,GB,London,265,6.66
130.162.43.20,443,443,true,FRA,Europe,DE,Frankfurt,386,6.66
143.47.243.144,2053,443,true,LHR,Europe,GB,London,391,6.65
141.147.112.115,443,443,true,FRA,Europe,DE,Frankfurt,409,6.61
79.72.84.97,443,443,true,FRA,Europe,DE,Frankfurt,393,6.60
158.178.157.89,443,443,true,FRA,Europe,DE,Frankfurt,284,6.55
158.180.61.225,443,443,true,FRA,Europe,DE,Frankfurt,334,6.52
79.72.90.207,443,443,true,FRA,Europe,DE,Frankfurt,241,6.47
130.162.182.124,443,443,true,FRA,Europe,DE,Frankfurt,251,6.45
132.145.54.84,2053,443,true,LHR,Europe,GB,London,253,6.43
130.162.250.180,443,443,true,FRA,Europe,DE,Frankfurt,316,6.31
143.47.186.250,443,443,true,FRA,Europe,DE,Frankfurt,237,6.29
132.145.54.84,8443,443,true,LHR,Europe,GB,London,321,6.26
79.72.73.179,443,443,true,FRA,Europe,DE,Frankfurt,277,6.22
130.162.169.177,443,443,true,FRA,Europe,DE,Frankfurt,314,6.16
130.162.250.180,8443,443,true,FRA,Europe,DE,Frankfurt,385,6.14
130.61.170.78,443,443,true,FRA,Europe,DE,Frankfurt,165,6.07
144.21.36.54,443,443,true,FRA,Europe,DE,Frankfurt,411,6.02
130.162.246.8,443,443,true,FRA,Europe,DE,Frankfurt,328,5.96
130.162.169.236,443,443,true,AMS,Europe,NL,Amsterdam,280,5.94
130.162.213.134,443,443,true,CDG,Europe,FR,Paris,344,5.92
130.162.175.4,443,443,true,FRA,Europe,DE,Frankfurt,309,5.92
140.238.214.247,443,443,true,ZRH,Europe,CH,Zurich,247,5.88
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,316,5.87
132.226.7.217,443,443,true,NRT,Asia Pacific,JP,Tokyo,142,5.86
130.162.231.255,443,443,true,FRA,Europe,DE,Frankfurt,324,5.81
130.162.176.167,443,443,true,CDG,Europe,FR,Paris,386,5.80
158.179.167.73,443,443,true,ICN,Asia Pacific,KR,Seoul,164,5.79
130.162.241.69,443,443,true,CDG,Europe,FR,Paris,269,5.73
150.230.106.97,443,443,true,NRT,Asia Pacific,JP,Tokyo,101,5.73
131.186.60.210,443,443,true,NRT,Asia Pacific,JP,Tokyo,172,5.71
158.179.207.182,2053,443,true,ARN,Europe,SE,Stockholm,312,5.71
150.230.196.248,443,443,true,NRT,Asia Pacific,JP,Tokyo,219,5.67
129.154.46.115,443,443,true,HYD,Asia Pacific,IN,Hyderabad,285,5.65
152.70.235.207,443,443,true,ICN,Asia Pacific,KR,Seoul,88,5.65
130.162.187.33,443,443,true,FRA,Europe,DE,Frankfurt,270,5.59
40.233.70.7,8443,443,true,YYZ,North America,CA,Toronto,308,5.58
130.162.43.231,443,443,true,FRA,Europe,DE,Frankfurt,238,5.55
130.162.252.129,443,443,true,FRA,Europe,DE,Frankfurt,346,5.54
164.152.26.70,2086,443,true,ORD,North America,US,Chicago,538,5.52
140.238.58.181,2053,443,true,NRT,Asia Pacific,JP,Tokyo,100,5.49
140.83.60.81,8443,443,true,KIX,Asia Pacific,JP,Osaka,210,5.49
130.162.36.173,443,443,true,FRA,Europe,DE,Frankfurt,270,5.48
141.147.70.209,443,443,true,CDG,Europe,FR,Paris,307,5.48
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,170,5.48
130.162.165.44,443,443,true,FRA,Europe,DE,Frankfurt,261,5.45
129.154.59.99,443,443,true,ICN,Asia Pacific,KR,Seoul,315,5.45
152.69.171.12,443,443,true,SYD,Oceania,AU,Sydney,260,5.45
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,159,5.43
144.24.90.107,443,443,true,ICN,Asia Pacific,KR,Seoul,127,5.42
168.138.209.31,443,443,true,NRT,Asia Pacific,JP,Tokyo,292,5.40
168.138.215.251,443,443,true,NRT,Asia Pacific,JP,Tokyo,292,5.35
168.138.46.67,443,443,true,KIX,Asia Pacific,JP,Osaka,84,5.34
152.70.39.199,2083,2083,true,ICN,Asia Pacific,KR,Seoul,203,5.27
130.162.169.199,443,443,true,FRA,Europe,DE,Frankfurt,253,5.24
130.162.234.94,443,443,true,FRA,Europe,DE,Frankfurt,242,5.21
130.162.59.112,443,443,true,FRA,Europe,DE,Frankfurt,294,5.20
150.230.149.208,443,443,true,FRA,Europe,DE,Frankfurt,308,5.16
155.248.184.2,443,443,true,NRT,Asia Pacific,JP,Tokyo,189,5.15
168.138.50.249,443,443,true,KIX,Asia Pacific,JP,Osaka,83,5.13
130.162.166.212,443,443,true,FRA,Europe,DE,Frankfurt,306,5.09
131.186.17.132,443,443,true,ICN,Asia Pacific,KR,Seoul,241,5.01
130.162.162.173,443,443,true,CDG,Europe,FR,Paris,357,5.01
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,310,4.96
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,280,4.91
150.136.240.243,443,443,true,IAD,North America,US,Ashburn,339,4.84
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,220,4.84
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,272,4.81
158.178.192.221,443,443,true,CDG,Europe,FR,Paris,462,4.75
141.145.205.115,8443,8443,true,CDG,Europe,FR,Paris,243,4.72
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,329,4.64
158.101.215.45,8443,443,true,AMS,Europe,NL,Amsterdam,232,4.60
193.122.100.30,2053,443,true,ICN,Asia Pacific,KR,Seoul,161,4.59
129.146.232.246,8443,443,true,LAX,North America,US,Los Angeles,397,4.58
192.9.152.46,443,443,true,SJC,North America,US,San Jose,294,4.56
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,315,4.56
130.162.171.40,443,443,true,FRA,Europe,DE,Frankfurt,307,4.54
158.179.207.182,8443,443,true,ARN,Europe,SE,Stockholm,270,4.51
152.67.65.201,443,443,true,ZRH,Europe,CH,Zurich,171,4.50
141.147.85.167,8443,443,true,LHR,Europe,GB,London,303,4.46
158.101.199.249,8443,443,true,AMS,Europe,NL,Amsterdam,286,4.44
158.178.206.197,8443,443,true,CDG,Europe,FR,Paris,243,4.42
158.180.49.11,8443,443,true,FRA,Europe,DE,Frankfurt,300,4.36
193.122.58.158,443,443,true,CDG,Europe,FR,Paris,232,4.33
130.162.242.35,443,443,true,FRA,Europe,DE,Frankfurt,356,4.32
130.162.185.233,443,443,true,FRA,Europe,DE,Frankfurt,359,4.24
217.142.128.252,443,443,true,ICN,Asia Pacific,KR,Seoul,257,4.23
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,380,4.19
141.148.229.106,443,443,true,AMS,Europe,NL,Amsterdam,309,4.18
130.162.163.20,443,443,true,FRA,Europe,DE,Frankfurt,273,4.04
132.226.114.74,443,443,true,LAX,North America,US,Los Angeles,292,3.96
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,330,3.86
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,338,3.82
129.159.34.122,443,443,true,SJC,North America,US,San Jose,222,3.82
204.216.105.106,8443,8443,true,YUL,North America,CA,Montréal,287,3.71
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,258,3.65
129.146.254.39,443,443,true,LAX,North America,US,Los Angeles,283,3.62
144.24.243.207,443,443,true,ZRH,Europe,CH,Zurich,205,3.56
130.162.231.69,443,443,true,FRA,Europe,DE,Frankfurt,311,3.55
129.151.244.9,443,443,true,MRS,Europe,FR,Marseille,362,3.53
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,163,3.50
140.238.23.148,443,443,true,ICN,Asia Pacific,KR,Seoul,191,3.40
130.162.164.52,443,443,true,FRA,Europe,DE,Frankfurt,306,3.38
129.158.198.241,2053,443,true,IAD,North America,US,Ashburn,308,3.13
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,356,3.09
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,239,2.92
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,310,2.90
141.144.198.113,8443,443,true,AMS,Europe,NL,Amsterdam,233,2.87
89.168.68.57,8443,443,true,FRA,Europe,DE,Frankfurt,174,2.80
152.67.44.30,443,443,true,GRU,South America,BR,São Paulo,404,2.79
144.22.252.124,443,443,true,GRU,South America,BR,São Paulo,345,2.74
152.67.231.219,443,443,true,SJC,North America,US,San Jose,254,2.71
168.138.141.235,2053,443,true,GRU,South America,BR,São Paulo,346,2.46
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,423,2.37
129.151.254.48,443,443,true,MRS,Europe,FR,Marseille,178,2.32
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,408,2.25
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,402,2.19
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,246,2.07
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,238,1.75
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,333,1.63
130.162.228.90,443,443,true,FRA,Europe,DE,Frankfurt,268,1.60
129.159.132.0,2053,443,true,TLV,Middle East,IL,Tel Aviv,216,1.52
144.24.20.251,2053,443,true,LAX,North America,US,Los Angeles,233,1.52
152.70.52.215,443,443,true,AMS,Europe,NL,Amsterdam,285,1.47
141.144.198.113,2053,443,true,AMS,Europe,NL,Amsterdam,223,1.21
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,316,0.89
158.178.238.239,2053,443,true,SIN,Asia Pacific,SG,Singapore,58,0.79
132.145.94.80,443,443,true,ICN,Asia Pacific,KR,Seoul,154,0.77
192.9.180.162,443,443,true,SYD,Oceania,AU,Sydney,183,0.66
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,258,0.64
146.56.101.141,443,443,true,ICN,Asia Pacific,KR,Seoul,192,0.50
158.178.206.197,2053,443,true,CDG,Europe,FR,Paris,310,0.48
89.168.122.44,443,443,true,FRA,Europe,DE,Frankfurt,168,0.48
129.159.130.38,443,443,true,CDG,Europe,FR,Paris,253,0.45
89.168.43.31,8443,443,true,CDG,Europe,FR,Paris,430,0.35
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,300,0.29
164.152.17.14,443,443,true,ORD,North America,US,Chicago,230,0.02
140.245.35.32,8080,80,false,SIN,Asia Pacific,SG,Singapore,41,0.00
150.230.7.216,443,443,true,KIX,Asia Pacific,JP,Osaka,66,0.00
144.24.76.213,2052,2052,false,ICN,Asia Pacific,KR,Seoul,68,0.00
152.70.39.199,2082,2082,false,ICN,Asia Pacific,KR,Seoul,76,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,78,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,82,0.00
146.56.117.129,2052,2086,false,ICN,Asia Pacific,KR,Seoul,82,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,84,0.00
193.122.100.30,8880,80,false,ICN,Asia Pacific,KR,Seoul,89,0.00
193.122.100.30,2082,2082,false,ICN,Asia Pacific,KR,Seoul,90,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,90,0.00
152.70.39.199,2052,80,false,ICN,Asia Pacific,KR,Seoul,92,0.00
152.70.39.199,2086,2086,false,ICN,Asia Pacific,KR,Seoul,95,0.00
150.230.249.48,443,443,true,ICN,Asia Pacific,KR,Seoul,96,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,101,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,104,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,112,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,116,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,118,0.00
168.138.162.187,443,443,true,SIN,Asia Pacific,SG,Singapore,135,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,137,0.00
146.56.169.86,2086,2086,false,ICN,Asia Pacific,KR,Seoul,163,0.00
132.145.82.209,443,443,true,ICN,Asia Pacific,KR,Seoul,166,0.00
89.168.122.44,80,80,false,FRA,Europe,DE,Frankfurt,167,0.00
146.235.204.107,80,80,false,SJC,North America,US,San Jose,179,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,181,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,183,0.00
193.122.125.223,443,443,true,ICN,Asia Pacific,KR,Seoul,203,0.00
132.145.95.91,443,443,true,ICN,Asia Pacific,KR,Seoul,206,0.00
152.70.71.23,443,443,true,MRS,Europe,FR,Marseille,251,0.00
140.238.88.47,443,443,true,LHR,Europe,GB,London,256,0.00
152.70.88.98,443,443,true,ICN,Asia Pacific,KR,Seoul,256,0.00
129.146.7.98,443,443,true,LAX,North America,US,Los Angeles,275,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,281,0.00
129.146.111.62,443,443,true,LAX,North America,US,Los Angeles,299,0.00
192.18.134.231,443,443,true,SJC,North America,US,San Jose,304,0.00
129.80.116.250,443,443,true,IAD,North America,US,Ashburn,304,0.00
129.154.207.203,443,443,true,ICN,Asia Pacific,KR,Seoul,330,0.00
193.123.235.59,443,443,true,ICN,Asia Pacific,KR,Seoul,334,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,340,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,342,0.00
129.146.60.210,443,443,true,LAX,North America,US,Los Angeles,358,0.00
