IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
137.116.91.147,8443,443,true,IAD,North America,US,Ashburn,336,7.61
20.228.249.211,8443,443,true,IAD,North America,US,Ashburn,335,7.60
20.151.238.192,8443,443,true,YYZ,North America,CA,Toronto,459,7.56
40.123.47.252,8443,443,true,IAD,North America,US,Ashburn,373,7.50
104.46.111.142,8443,443,true,IAD,North America,US,Ashburn,328,7.30
4.239.248.70,8443,443,true,YYZ,North America,CA,Toronto,279,7.23
4.172.225.98,8443,443,true,YYZ,North America,CA,Toronto,277,7.21
4.248.47.209,8443,443,true,YUL,North America,CA,Montréal,258,7.16
4.206.223.188,8443,443,true,YYZ,North America,CA,Toronto,319,7.14
4.172.225.82,8443,443,true,YYZ,North America,CA,Toronto,282,7.12
20.151.90.208,8443,443,true,YYZ,North America,CA,Toronto,488,7.08
172.200.2.241,443,443,true,IAD,North America,US,Ashburn,232,7.05
172.174.249.255,443,443,true,IAD,North America,US,Ashburn,304,7.03
40.123.47.225,8443,443,true,IAD,North America,US,Ashburn,258,7.00
172.212.108.47,443,443,true,IAD,North America,US,Ashburn,349,6.84
20.84.117.28,443,443,true,IAD,North America,US,Ashburn,253,6.64
40.123.42.160,8443,443,true,IAD,North America,US,Ashburn,456,6.56
104.46.101.90,8443,443,true,IAD,North America,US,Ashburn,326,6.55
40.123.41.147,8443,443,true,IAD,North America,US,Ashburn,273,6.24
4.152.146.92,443,443,true,IAD,North America,US,Ashburn,380,6.09
191.235.86.71,8443,443,true,GRU,South America,BR,São Paulo,372,4.13
20.74.223.241,8080,443,true,ORD,North America,US,Chicago,423,4.11
191.235.86.71,2053,443,true,GRU,South America,BR,São Paulo,464,4.07
20.52.104.187,443,443,true,KIX,Asia Pacific,JP,Osaka,568,3.65
172.191.74.198,443,443,true,IAD,North America,US,Ashburn,470,2.59
20.220.204.217,443,443,true,YYZ,North America,CA,Toronto,442,0.07
137.116.251.154,80,443,false,DUB,Europe,IE,Dublin,175,0.02
13.90.157.110,80,443,false,IAD,North America,US,Ashburn,222,0.02
52.226.76.91,80,443,false,IAD,North America,US,Ashburn,221,0.02
4.213.40.54,80,80,false,BOM,Asia Pacific,IN,Mumbai,60,0.00
20.48.5.180,80,80,false,NRT,Asia Pacific,JP,Tokyo,87,0.00
51.140.44.206,2086,2086,false,LHR,Europe,GB,London,150,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,154,0.00
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,154,0.00
40.66.63.160,80,80,false,CDG,Europe,FR,Paris,156,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,157,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,158,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,172,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,181,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,215,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,224,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,230,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,241,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,255,0.00
172.201.76.19,443,443,true,AMS,Europe,NL,Amsterdam,337,0.00
