IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,115,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,115,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,117,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,119,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,SG,Singapore,137,0.00
34.169.10.201,80,80,false,SEA,North America,US,Seattle,156,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,157,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,157,0.00
34.169.10.201,443,80,false,SEA,North America,US,Seattle,157,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,158,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,158,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,158,0.00
34.105.25.154,8080,80,false,SEA,North America,US,Seattle,159,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,160,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.141.248.249,2053,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,165,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,165,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,169,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,169,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,170,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,172,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,173,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,174,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,175,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,175,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,175,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,177,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,180,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,180,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,184,0.00
34.105.25.154,8080,80,false,SEA,North America,US,Seattle,185,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,187,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,195,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,196,0.00
34.105.25.154,8080,80,false,SEA,North America,US,Seattle,197,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,198,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,198,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,198,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,198,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,201,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,205,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,206,0.00
35.232.39.116,80,80,false,ORD,North America,US,Chicago,206,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,209,0.00
34.48.186.69,80,80,false,IAD,North America,US,Ashburn,212,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,212,0.00
34.48.186.69,80,80,false,IAD,North America,US,Ashburn,215,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,216,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,218,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,219,0.00
104.196.221.253,80,80,false,IAD,North America,US,Ashburn,223,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,223,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,229,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,233,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,235,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,242,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,247,0.00
