IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
152.67.139.232,443,443,true,CDG,Europe,FR,Paris,315,8.06
79.76.98.212,443,443,true,FRA,Europe,DE,Frankfurt,279,8.02
141.144.196.78,443,443,true,FRA,Europe,DE,Frankfurt,386,7.93
143.47.181.195,443,443,true,FRA,Europe,DE,Frankfurt,327,7.91
130.162.245.226,443,443,true,CDG,Europe,FR,Paris,298,7.89
144.21.55.145,443,443,true,FRA,Europe,DE,Frankfurt,346,7.87
141.144.237.244,443,443,true,CDG,Europe,FR,Paris,252,7.87
141.144.240.218,443,443,true,FRA,Europe,DE,Frankfurt,238,7.84
144.24.169.45,443,443,true,FRA,Europe,DE,Frankfurt,213,7.83
193.123.39.210,443,443,true,FRA,Europe,DE,Frankfurt,311,7.82
143.47.248.245,443,443,true,FRA,Europe,DE,Frankfurt,328,7.78
138.2.148.48,443,443,true,FRA,Europe,DE,Frankfurt,354,7.73
141.147.112.199,443,443,true,CDG,Europe,FR,Paris,245,7.72
89.168.67.21,443,443,true,FRA,Europe,DE,Frankfurt,231,7.71
129.146.133.33,443,443,true,LAX,North America,US,Los Angeles,182,7.71
152.70.51.214,443,443,true,FRA,Europe,DE,Frankfurt,354,7.69
158.178.153.80,2096,443,true,AMS,Europe,NL,Amsterdam,257,7.62
129.151.198.3,2053,443,true,ARN,Europe,SE,Stockholm,285,7.61
143.47.237.79,443,443,true,FRA,Europe,DE,Frankfurt,329,7.57
130.162.164.243,443,443,true,FRA,Europe,DE,Frankfurt,209,7.47
130.61.107.238,8443,443,true,FRA,Europe,DE,Frankfurt,252,7.45
150.230.123.187,443,443,true,FRA,Europe,DE,Frankfurt,345,7.43
89.168.122.44,443,443,true,FRA,Europe,DE,Frankfurt,229,7.32
141.147.61.116,8443,443,true,FRA,Europe,DE,Frankfurt,219,7.28
144.21.60.43,443,443,true,FRA,Europe,DE,Frankfurt,185,7.24
152.70.155.147,2083,2083,true,LAX,North America,US,Los Angeles,279,7.23
158.178.156.203,443,443,true,FRA,Europe,DE,Frankfurt,354,7.20
130.162.250.180,443,443,true,FRA,Europe,DE,Frankfurt,258,7.18
141.148.235.80,443,443,true,CDG,Europe,FR,Paris,238,7.18
152.67.130.63,443,443,true,FRA,Europe,DE,Frankfurt,327,7.15
164.152.26.70,2052,443,true,ORD,North America,US,Chicago,203,7.15
193.123.93.103,8443,443,true,CDG,Europe,FR,Paris,103,7.13
143.47.230.105,443,443,true,FRA,Europe,DE,Frankfurt,200,7.10
152.70.155.147,2053,2053,true,LAX,North America,US,Los Angeles,220,7.09
129.146.46.164,443,443,true,LAX,North America,US,Los Angeles,289,7.07
130.162.250.180,8443,443,true,FRA,Europe,DE,Frankfurt,279,7.02
140.84.179.114,443,443,true,DFW,North America,US,Dallas,312,6.97
143.47.237.121,443,443,true,FRA,Europe,DE,Frankfurt,241,6.97
152.67.131.43,443,443,true,FRA,Europe,DE,Frankfurt,332,6.95
140.238.214.247,443,443,true,MXP,Europe,IT,Milan,347,6.93
40.233.70.7,8443,443,true,YYZ,North America,CA,Toronto,651,6.78
132.145.54.84,8443,443,true,LHR,Europe,GB,London,186,6.77
141.144.192.81,443,443,true,FRA,Europe,DE,Frankfurt,219,6.72
130.61.170.78,443,443,true,FRA,Europe,DE,Frankfurt,204,6.59
89.168.92.198,443,443,true,FRA,Europe,DE,Frankfurt,190,6.42
141.145.199.188,443,443,true,CDG,Europe,FR,Paris,275,6.42
164.152.26.70,2086,443,true,ORD,North America,US,Chicago,245,6.42
143.47.238.102,443,443,true,FRA,Europe,DE,Frankfurt,186,6.39
141.147.112.61,443,443,true,FRA,Europe,DE,Frankfurt,220,6.39
141.147.112.209,443,443,true,FRA,Europe,DE,Frankfurt,193,6.35
168.138.165.174,443,443,true,SIN,Asia Pacific,SG,Singapore,136,6.22
158.178.193.206,443,443,true,CDG,Europe,FR,Paris,354,6.19
132.226.210.168,443,443,true,FRA,Europe,DE,Frankfurt,223,6.19
158.179.207.182,8443,443,true,ARN,Europe,SE,Stockholm,284,6.18
204.216.105.106,8443,8443,true,ORD,North America,US,Chicago,274,6.14
143.47.235.96,443,443,true,FRA,Europe,DE,Frankfurt,384,6.12
143.47.243.144,2053,443,true,LHR,Europe,GB,London,221,6.07
141.147.61.116,2053,443,true,FRA,Europe,DE,Frankfurt,248,6.04
143.47.243.144,8443,443,true,LHR,Europe,GB,London,193,5.95
150.136.240.243,443,443,true,IAD,North America,US,Ashburn,291,5.88
158.179.167.73,443,443,true,ICN,Asia Pacific,KR,Seoul,192,5.82
140.245.88.19,443,443,true,NRT,Asia Pacific,JP,Tokyo,283,5.69
155.248.184.2,443,443,true,NRT,Asia Pacific,JP,Tokyo,235,5.67
158.179.207.182,2053,443,true,ARN,Europe,SE,Stockholm,235,5.65
129.154.59.99,443,443,true,ICN,Asia Pacific,KR,Seoul,250,5.65
217.142.128.252,443,443,true,ICN,Asia Pacific,KR,Seoul,251,5.63
129.154.46.115,443,443,true,HYD,Asia Pacific,IN,Hyderabad,212,5.63
140.83.61.244,443,443,true,KIX,Asia Pacific,JP,Osaka,250,5.59
193.122.100.30,2053,443,true,ICN,Asia Pacific,KR,Seoul,195,5.59
132.145.54.84,2053,443,true,LHR,Europe,GB,London,305,5.57
89.168.112.118,443,443,true,FRA,Europe,DE,Frankfurt,220,5.55
193.122.100.30,2053,443,true,ICN,Asia Pacific,KR,Seoul,230,5.52
168.138.50.249,443,443,true,KIX,Asia Pacific,JP,Osaka,161,5.50
141.145.205.115,8443,8443,true,CDG,Europe,FR,Paris,269,5.48
150.230.196.248,443,443,true,NRT,Asia Pacific,JP,Tokyo,128,5.46
146.56.176.143,443,443,true,ICN,Asia Pacific,KR,Seoul,184,5.45
152.70.155.147,443,443,true,LAX,North America,US,Los Angeles,230,5.44
89.168.112.118,8443,443,true,FRA,Europe,DE,Frankfurt,275,5.36
144.24.90.107,443,443,true,ICN,Asia Pacific,KR,Seoul,249,5.33
140.83.60.81,8443,443,true,KIX,Asia Pacific,JP,Osaka,263,5.33
131.186.17.132,443,443,true,ICN,Asia Pacific,KR,Seoul,114,5.31
68.233.127.163,8443,443,true,YUL,North America,CA,Montréal,383,5.31
131.186.27.112,2096,443,true,ICN,Asia Pacific,KR,Seoul,169,5.29
89.168.43.28,443,443,true,CDG,Europe,FR,Paris,198,5.28
140.238.58.181,2053,443,true,NRT,Asia Pacific,JP,Tokyo,123,5.24
193.123.250.209,2087,2096,true,ICN,Asia Pacific,KR,Seoul,229,5.24
129.146.220.190,443,443,true,LAX,North America,US,Los Angeles,276,5.19
217.142.148.57,443,443,true,SIN,Asia Pacific,SG,Singapore,170,5.14
146.56.101.141,443,443,true,ICN,Asia Pacific,KR,Seoul,221,5.05
168.138.46.67,443,443,true,KIX,Asia Pacific,JP,Osaka,203,5.03
129.151.204.91,443,443,true,ARN,Europe,SE,Stockholm,370,4.98
217.142.243.226,443,443,true,KIX,Asia Pacific,JP,Osaka,377,4.97
140.238.212.95,443,443,true,MXP,Europe,IT,Milan,314,4.95
158.101.215.45,8443,443,true,AMS,Europe,NL,Amsterdam,293,4.94
150.230.146.170,2053,443,true,FRA,Europe,DE,Frankfurt,234,4.86
144.24.81.9,443,443,true,SIN,Asia Pacific,SG,Singapore,229,4.84
168.138.209.31,443,443,true,NRT,Asia Pacific,JP,Tokyo,248,4.82
144.24.243.207,443,443,true,MXP,Europe,IT,Milan,255,4.77
130.162.228.90,443,443,true,FRA,Europe,DE,Frankfurt,369,4.75
152.70.59.90,8443,443,true,AMS,Europe,NL,Amsterdam,330,4.75
84.235.169.234,443,443,true,AMS,Europe,NL,Amsterdam,417,4.70
141.147.47.32,8443,443,true,FRA,Europe,DE,Frankfurt,165,4.70
138.2.227.94,443,443,true,SJC,North America,US,San Jose,253,4.69
129.151.198.3,8443,443,true,ARN,Europe,SE,Stockholm,340,4.66
152.70.163.164,8080,443,true,FRA,Europe,DE,Frankfurt,179,4.65
150.230.32.9,443,443,true,SJC,North America,US,San Jose,243,4.64
192.9.180.162,443,443,true,SYD,Oceania,AU,Sydney,257,4.61
152.67.65.201,443,443,true,ZRH,Europe,CH,Zurich,249,4.60
158.101.199.249,8443,443,true,AMS,Europe,NL,Amsterdam,296,4.59
141.147.85.167,8443,443,true,LHR,Europe,GB,London,332,4.57
141.148.242.113,8443,443,true,AMS,Europe,NL,Amsterdam,341,4.56
152.70.39.199,2083,2083,true,ICN,Asia Pacific,KR,Seoul,229,4.53
152.67.231.219,443,443,true,SJC,North America,US,San Jose,315,4.53
158.178.206.197,2053,443,true,CDG,Europe,FR,Paris,317,4.47
131.186.36.233,443,443,true,SIN,Asia Pacific,SG,Singapore,73,4.47
155.248.196.123,443,443,true,YVR,North America,CA,Vancouver,220,4.45
144.24.20.251,2053,443,true,LAX,North America,US,Los Angeles,266,4.41
141.148.229.106,443,443,true,AMS,Europe,NL,Amsterdam,311,4.32
132.226.114.74,443,443,true,LAX,North America,US,Los Angeles,233,4.27
141.145.217.226,443,443,true,CDG,Europe,FR,Paris,212,4.19
152.70.49.115,443,443,true,AMS,Europe,NL,Amsterdam,281,4.18
129.154.54.154,443,443,true,SIN,Asia Pacific,SG,Singapore,197,4.18
132.226.31.178,443,443,true,LAX,North America,US,Los Angeles,189,4.03
152.70.57.182,443,443,true,AMS,Europe,NL,Amsterdam,255,3.90
129.213.136.180,443,443,true,IAD,North America,US,Ashburn,259,3.89
140.245.94.168,443,443,true,SIN,Asia Pacific,SG,Singapore,172,3.89
152.67.206.159,443,443,true,SIN,Asia Pacific,SG,Singapore,217,3.86
64.181.226.74,443,443,true,SJC,North America,US,San Jose,209,3.86
217.142.149.181,443,443,true,SIN,Asia Pacific,SG,Singapore,181,3.71
193.122.123.44,443,443,true,SIN,Asia Pacific,SG,Singapore,301,3.66
89.168.17.228,443,443,true,MXP,Europe,IT,Milan,270,3.49
129.159.34.122,443,443,true,SJC,North America,US,San Jose,272,3.44
129.146.254.39,443,443,true,LAX,North America,US,Los Angeles,315,3.41
150.230.214.32,443,443,true,SIN,Asia Pacific,SG,Singapore,203,3.39
158.178.238.239,2053,443,true,SIN,Asia Pacific,SG,Singapore,95,3.19
192.18.159.129,443,443,true,YYZ,North America,CA,Toronto,365,3.18
150.230.20.156,2053,443,true,AMS,Europe,NL,Amsterdam,236,3.12
129.159.241.172,443,443,true,FRA,Europe,DE,Frankfurt,318,3.08
89.168.43.31,2053,443,true,CDG,Europe,FR,Paris,306,3.03
158.180.49.11,2053,443,true,FRA,Europe,DE,Frankfurt,379,2.98
129.159.132.0,2053,443,true,TLV,Middle East,IL,Tel Aviv,197,2.84
152.67.44.30,443,443,true,GRU,South America,BR,São Paulo,405,2.83
144.22.252.124,443,443,true,GRU,South America,BR,São Paulo,351,2.80
141.144.198.113,8443,443,true,AMS,Europe,NL,Amsterdam,244,2.79
129.159.130.38,443,443,true,CDG,Europe,FR,Paris,194,2.67
152.70.88.98,443,443,true,ICN,Asia Pacific,KR,Seoul,135,2.63
89.168.68.57,8443,443,true,FRA,Europe,DE,Frankfurt,269,2.38
129.158.198.241,2053,443,true,IAD,North America,US,Ashburn,304,2.32
146.235.59.153,2053,443,true,GRU,South America,BR,São Paulo,410,2.29
168.138.141.235,2053,443,true,GRU,South America,BR,São Paulo,347,2.25
132.226.163.224,2053,443,true,GRU,South America,BR,São Paulo,406,2.19
141.144.198.113,2053,443,true,AMS,Europe,NL,Amsterdam,369,2.14
89.168.68.57,2053,443,true,FRA,Europe,DE,Frankfurt,294,2.04
129.158.198.241,8443,443,true,IAD,North America,US,Ashburn,265,1.98
150.230.20.156,8443,443,true,AMS,Europe,NL,Amsterdam,291,1.92
158.178.238.239,443,443,true,SIN,Asia Pacific,SG,Singapore,190,1.79
158.180.49.11,8443,443,true,FRA,Europe,DE,Frankfurt,257,1.79
89.168.43.31,8443,443,true,CDG,Europe,FR,Paris,184,1.78
129.151.254.48,443,443,true,MRS,Europe,FR,Marseille,288,1.77
152.67.78.184,443,443,true,ZRH,Europe,CH,Zurich,148,1.69
129.154.212.199,443,443,true,SIN,Asia Pacific,SG,Singapore,223,1.61
193.122.110.8,443,443,true,SIN,Asia Pacific,SG,Singapore,221,1.58
129.159.132.0,8443,443,true,TLV,Middle East,IL,Tel Aviv,261,1.44
146.56.161.99,443,443,true,SIN,Asia Pacific,SG,Singapore,143,1.25
129.151.148.35,443,443,true,DXB,Middle East,AE,Dubai,249,1.25
152.69.229.21,443,443,true,SIN,Asia Pacific,SG,Singapore,274,1.03
158.180.92.233,443,443,true,SIN,Asia Pacific,SG,Singapore,107,0.92
155.248.174.128,443,443,true,SIN,Asia Pacific,SG,Singapore,139,0.88
64.110.84.235,443,443,true,SIN,Asia Pacific,SG,Singapore,174,0.84
132.226.163.224,8443,443,true,GRU,South America,BR,São Paulo,435,0.83
146.56.173.185,443,443,true,SIN,Asia Pacific,SG,Singapore,92,0.82
141.147.173.180,443,443,true,SIN,Asia Pacific,SG,Singapore,204,0.81
158.180.95.43,443,443,true,SIN,Asia Pacific,SG,Singapore,209,0.79
158.179.184.49,443,443,true,SIN,Asia Pacific,SG,Singapore,158,0.72
140.238.7.245,443,443,true,SIN,Asia Pacific,SG,Singapore,211,0.71
152.70.93.160,443,443,true,SIN,Asia Pacific,SG,Singapore,151,0.71
152.70.245.203,443,443,true,SIN,Asia Pacific,SG,Singapore,131,0.70
155.248.182.154,443,443,true,SIN,Asia Pacific,SG,Singapore,249,0.65
138.2.11.24,443,443,true,SIN,Asia Pacific,SG,Singapore,115,0.64
141.147.191.31,443,443,true,SIN,Asia Pacific,SG,Singapore,220,0.63
158.179.174.155,443,443,true,SIN,Asia Pacific,SG,Singapore,175,0.60
140.238.23.148,443,443,true,ICN,Asia Pacific,KR,Seoul,239,0.52
152.67.223.28,443,443,true,SIN,Asia Pacific,SG,Singapore,223,0.50
158.179.169.65,443,443,true,SIN,Asia Pacific,SG,Singapore,161,0.50
132.226.13.11,443,443,true,SIN,Asia Pacific,SG,Singapore,159,0.48
144.24.169.81,8443,443,true,FRA,Europe,DE,Frankfurt,264,0.47
152.67.213.131,443,443,true,SIN,Asia Pacific,SG,Singapore,190,0.43
144.24.169.81,2053,443,true,FRA,Europe,DE,Frankfurt,247,0.42
146.235.59.153,8443,443,true,GRU,South America,BR,São Paulo,364,0.33
152.70.90.168,443,443,true,ICN,Asia Pacific,KR,Seoul,201,0.07
164.152.17.14,443,443,true,ORD,North America,US,Chicago,220,0.01
168.138.162.187,443,443,true,SIN,Asia Pacific,SG,Singapore,23,0.00
193.122.100.30,2082,2082,false,ICN,Asia Pacific,KR,Seoul,70,0.00
152.67.222.250,80,80,false,ICN,Asia Pacific,KR,Seoul,74,0.00
193.122.100.30,2082,2082,false,ICN,Asia Pacific,KR,Seoul,77,0.00
146.56.41.69,2086,2086,false,ICN,Asia Pacific,KR,Seoul,80,0.00
193.123.233.143,2096,80,false,ICN,Asia Pacific,KR,Seoul,81,0.00
193.122.100.30,2086,2086,false,ICN,Asia Pacific,KR,Seoul,90,0.00
140.238.19.2,443,80,false,ICN,Asia Pacific,KR,Seoul,92,0.00
152.70.39.199,2082,2082,false,ICN,Asia Pacific,KR,Seoul,95,0.00
152.70.39.199,2086,2086,false,ICN,Asia Pacific,KR,Seoul,98,0.00
140.238.29.117,443,80,false,ICN,Asia Pacific,KR,Seoul,101,0.00
146.56.41.69,2052,2052,false,ICN,Asia Pacific,KR,Seoul,101,0.00
146.56.133.140,2083,80,false,ICN,Asia Pacific,KR,Seoul,110,0.00
150.230.62.27,443,80,false,KIX,Asia Pacific,JP,Osaka,111,0.00
146.56.117.129,2052,2086,false,ICN,Asia Pacific,KR,Seoul,116,0.00
193.123.233.143,2083,80,false,ICN,Asia Pacific,KR,Seoul,119,0.00
144.24.83.39,443,443,true,ICN,Asia Pacific,KR,Seoul,126,0.00
140.83.57.116,8443,80,false,KIX,Asia Pacific,JP,Osaka,126,0.00
193.122.100.30,8880,80,false,ICN,Asia Pacific,KR,Seoul,130,0.00
168.138.47.238,8443,80,false,KIX,Asia Pacific,JP,Osaka,131,0.00
193.122.101.195,443,443,true,ICN,Asia Pacific,KR,Seoul,136,0.00
193.122.100.30,8880,80,false,ICN,Asia Pacific,KR,Seoul,146,0.00
146.56.162.25,80,80,false,ICN,Asia Pacific,KR,Seoul,147,0.00
193.123.232.218,2086,2086,false,ICN,Asia Pacific,KR,Seoul,147,0.00
193.123.232.218,2082,2082,false,ICN,Asia Pacific,KR,Seoul,158,0.00
132.145.95.91,443,443,true,ICN,Asia Pacific,KR,Seoul,167,0.00
130.162.61.18,80,80,false,FRA,Europe,DE,Frankfurt,173,0.00
89.168.122.44,80,80,false,FRA,Europe,DE,Frankfurt,174,0.00
144.24.76.213,2052,2052,false,ICN,Asia Pacific,KR,Seoul,177,0.00
165.1.76.23,80,80,false,SJC,North America,US,San Jose,179,0.00
130.61.223.237,80,80,false,FRA,Europe,DE,Frankfurt,182,0.00
129.154.60.48,443,443,true,ICN,Asia Pacific,KR,Seoul,184,0.00
152.70.235.207,443,443,true,ICN,Asia Pacific,KR,Seoul,184,0.00
152.70.155.147,8080,8080,false,LAX,North America,US,Los Angeles,188,0.00
152.70.155.147,80,80,false,LAX,North America,US,Los Angeles,188,0.00
152.70.155.147,2052,2052,false,LAX,North America,US,Los Angeles,191,0.00
152.70.155.147,2082,2082,false,LAX,North America,US,Los Angeles,194,0.00
146.235.204.107,80,80,false,SJC,North America,US,San Jose,197,0.00
152.70.155.147,2086,2086,false,LAX,North America,US,Los Angeles,199,0.00
132.226.7.217,443,443,true,NRT,Asia Pacific,JP,Tokyo,204,0.00
152.70.155.147,8880,8880,false,LAX,North America,US,Los Angeles,205,0.00
193.122.125.14,8880,8880,false,ICN,Asia Pacific,KR,Seoul,206,0.00
152.67.222.167,443,443,true,ICN,Asia Pacific,KR,Seoul,219,0.00
150.230.34.116,443,443,true,SJC,North America,US,San Jose,226,0.00
152.70.155.147,2095,2095,false,LAX,North America,US,Los Angeles,228,0.00
150.136.87.192,443,443,true,IAD,North America,US,Ashburn,235,0.00
168.138.212.80,443,443,true,NRT,Asia Pacific,JP,Tokyo,250,0.00
152.70.249.67,443,443,true,ICN,Asia Pacific,KR,Seoul,261,0.00
129.146.60.210,443,443,true,LAX,North America,US,Los Angeles,279,0.00
193.122.101.195,443,443,true,ICN,Asia Pacific,KR,Seoul,293,0.00
150.230.44.13,443,443,true,SJC,North America,US,San Jose,316,0.00
138.2.61.180,443,443,true,KIX,Asia Pacific,JP,Osaka,323,0.00
129.146.7.98,443,443,true,LAX,North America,US,Los Angeles,348,0.00
129.146.221.78,443,8443,true,LAX,North America,US,Los Angeles,357,0.00
164.152.34.166,80,8080,false,GRU,South America,BR,São Paulo,359,0.00
