IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.88.56.88,443,443,true,WAW,Europe,PL,Warsaw,459,2.95
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,390,2.31
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,247,0.39
140.209.252.227,8080,80,false,YYZ,North America,CA,Toronto,15,0.00
140.209.252.228,8080,80,false,YYZ,North America,CA,Toronto,21,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,32,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,43,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,71,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,78,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,82,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,87,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,98,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,101,0.00
34.49.82.120,80,80,false,SIN,Asia Pacific,SG,Singapore,104,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,104,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,116,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,116,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,127,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,132,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,135,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,141,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,145,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,157,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,157,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,157,0.00
34.169.10.201,80,80,false,SEA,North America,US,Seattle,158,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,161,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,161,0.00
34.169.10.201,443,80,false,SEA,North America,US,Seattle,161,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,165,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,168,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,169,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,173,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,188,0.00
34.49.1.210,80,80,false,SIN,Asia Pacific,SG,Singapore,188,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,206,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,206,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,208,0.00
35.232.39.116,80,80,false,DFW,North America,US,Dallas,212,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,215,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,217,0.00
34.48.186.69,80,80,false,IAD,North America,US,Ashburn,220,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,221,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,222,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,223,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,225,0.00
34.48.186.69,80,80,false,IAD,North America,US,Ashburn,228,0.00
104.196.221.253,80,80,false,IAD,North America,US,Ashburn,231,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,241,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,258,0.00
34.145.66.39,8080,8080,false,BOM,Asia Pacific,IN,Mumbai,394,0.00
34.145.66.39,8080,8080,false,BOM,Asia Pacific,IN,Mumbai,507,0.00
