IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
20.33.30.36,2083,443,true,LAX,North America,US,Los Angeles,250,11.30
51.140.85.89,8443,443,true,LHR,Europe,GB,London,345,11.19
20.91.225.232,8443,443,true,ARN,Europe,SE,Stockholm,190,11.07
4.242.220.94,8080,443,true,SJC,North America,US,San Jose,210,10.75
4.221.60.243,8443,443,true,JNB,Africa,ZA,Johannesburg,186,10.59
20.217.216.51,2053,443,true,VIE,Europe,AT,Vienna,268,10.48
20.217.216.51,8443,443,true,VIE,Europe,AT,Vienna,234,10.48
4.221.60.243,2053,443,true,JNB,Africa,ZA,Johannesburg,262,10.27
20.84.117.28,443,443,true,IAD,North America,US,Ashburn,299,9.57
74.249.233.213,443,443,true,ORD,North America,US,Chicago,258,9.56
13.67.136.12,443,443,true,ORD,North America,US,Chicago,352,9.41
20.221.32.145,443,443,true,ORD,North America,US,Chicago,334,9.24
4.255.56.137,443,443,true,IAD,North America,US,Ashburn,491,9.19
158.23.81.224,8443,443,true,DFW,North America,US,Dallas,361,8.82
158.23.168.120,443,443,true,DFW,North America,US,Dallas,243,8.81
20.25.205.37,8443,443,true,ORD,North America,US,Chicago,260,8.78
20.25.205.37,2053,443,true,ORD,North America,US,Chicago,557,8.76
40.87.50.39,443,443,true,IAD,North America,US,Ashburn,542,8.71
20.151.60.161,8443,443,true,YYZ,North America,CA,Toronto,306,8.59
20.151.90.208,8443,443,true,YYZ,North America,CA,Toronto,256,8.58
20.228.249.211,2053,443,true,IAD,North America,US,Ashburn,499,8.49
4.239.248.70,8443,443,true,YYZ,North America,CA,Toronto,314,8.43
20.62.202.159,443,443,true,IAD,North America,US,Ashburn,396,8.35
20.121.115.188,443,443,true,IAD,North America,US,Ashburn,461,8.35
40.123.47.225,8443,443,true,IAD,North America,US,Ashburn,356,8.34
20.220.29.122,2053,443,true,YYZ,North America,CA,Toronto,246,8.28
104.46.111.142,8443,443,true,IAD,North America,US,Ashburn,297,8.20
4.172.225.98,8443,443,true,YYZ,North America,CA,Toronto,326,8.16
20.36.131.211,443,443,true,IAD,North America,US,Ashburn,234,8.14
20.228.249.211,8443,443,true,IAD,North America,US,Ashburn,381,8.10
13.68.186.91,443,443,true,IAD,North America,US,Ashburn,504,8.07
20.220.29.122,8443,443,true,YYZ,North America,CA,Toronto,360,8.04
158.23.81.224,2053,443,true,DFW,North America,US,Dallas,286,7.97
137.116.91.147,8443,443,true,IAD,North America,US,Ashburn,369,7.93
20.127.201.36,443,443,true,IAD,North America,US,Ashburn,285,7.89
40.123.42.160,8443,443,true,IAD,North America,US,Ashburn,352,7.85
40.123.47.252,8443,443,true,IAD,North America,US,Ashburn,526,7.81
4.172.225.82,8443,443,true,YYZ,North America,CA,Toronto,334,7.79
20.62.172.88,443,443,true,IAD,North America,US,Ashburn,300,7.75
48.217.34.120,443,443,true,IAD,North America,US,Ashburn,442,7.74
20.151.63.165,8443,443,true,YYZ,North America,CA,Toronto,271,7.73
40.123.41.147,8443,443,true,IAD,North America,US,Ashburn,409,7.60
4.255.56.138,443,443,true,IAD,North America,US,Ashburn,477,7.59
20.151.238.192,8443,443,true,YYZ,North America,CA,Toronto,294,7.53
172.200.2.241,443,443,true,IAD,North America,US,Ashburn,262,7.47
20.109.23.42,443,443,true,IAD,North America,US,Ashburn,508,7.38
104.46.101.90,8443,443,true,IAD,North America,US,Ashburn,319,7.37
20.246.127.166,443,443,true,IAD,North America,US,Ashburn,276,7.33
172.191.74.198,443,443,true,IAD,North America,US,Ashburn,451,7.18
172.174.249.255,443,443,true,IAD,North America,US,Ashburn,400,7.06
172.212.108.47,443,443,true,IAD,North America,US,Ashburn,313,6.94
172.177.248.69,8443,443,true,IAD,North America,US,Ashburn,297,6.93
4.206.223.188,8443,443,true,YYZ,North America,CA,Toronto,371,6.89
172.191.132.64,443,443,true,IAD,North America,US,Ashburn,355,6.51
20.200.127.8,8443,443,true,YYZ,North America,CA,Toronto,416,6.47
20.57.85.61,443,443,true,IAD,North America,US,Ashburn,387,6.24
4.248.47.209,8443,443,true,YUL,North America,CA,Montréal,660,5.68
40.79.73.114,8443,443,true,IAD,North America,US,Ashburn,238,5.49
191.235.86.71,2053,443,true,GRU,South America,BR,São Paulo,350,4.06
191.235.86.71,8443,443,true,GRU,South America,BR,São Paulo,626,4.02
20.52.104.187,443,443,true,KIX,Asia Pacific,JP,Osaka,481,3.58
20.220.204.217,443,443,true,YYZ,North America,CA,Toronto,431,0.07
20.204.43.57,80,443,false,BOM,Asia Pacific,IN,Mumbai,97,0.06
137.116.251.154,80,443,false,DUB,Europe,IE,Dublin,171,0.02
51.137.93.247,80,443,false,AMS,Europe,NL,Amsterdam,167,0.02
52.226.76.91,80,443,false,IAD,North America,US,Ashburn,223,0.02
13.90.157.110,80,443,false,IAD,North America,US,Ashburn,222,0.02
20.48.5.180,80,80,false,NRT,Asia Pacific,JP,Tokyo,69,0.00
4.213.40.54,80,80,false,BOM,Asia Pacific,IN,Mumbai,104,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,150,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,152,0.00
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,153,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,156,0.00
104.40.244.228,443,443,true,AMS,Europe,NL,Amsterdam,169,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,189,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,205,0.00
51.140.44.206,2086,2086,false,LHR,Europe,GB,London,210,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,218,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,223,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,226,0.00
40.66.63.160,80,80,false,CDG,Europe,FR,Paris,226,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,234,0.00
172.191.74.198,8080,80,false,IAD,North America,US,Ashburn,251,0.00
172.190.86.150,80,80,false,IAD,North America,US,Ashburn,251,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,255,0.00
4.182.90.213,443,443,true,FRA,Europe,DE,Frankfurt,323,0.00
4.152.146.110,443,443,true,IAD,North America,US,Ashburn,365,0.00
